id2,cuisine
d5958954,
d8730151,['French']
d11917918,"['Italian', 'Vegetarian Friendly', 'Vegan Options']"
d5778726,
d719061,"['French', 'Wine Bar']"
d9607221,"['Austrian', 'Bar', 'European', 'Pub']"
d12954701,"['Bar', 'Spanish', 'Pub']"
d11852937,"['Bar', 'European', 'Pub']"
d3498695,['German']
d12248538,"['Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly']"
d5529357,
d9772877,
d7805066,
d10537317,
d5433452,
d8338479,
d8363369,
d12017850,
d12005807,"['Bakeries', 'Cafe', 'European', 'Vegetarian Friendly']"
d12702530,['Dessert']
d11661957,['French']
d9974974,
d10874688,
d10674791,
d5949427,
d10367087,
d11812750,"['Italian', 'Vegetarian Friendly']"
d12218373,"['Turkish', 'Middle Eastern', 'Vegetarian Friendly']"
d12242272,
d8491270,
d10497849,
d1340172,
d8450326,"['Asian', 'Thai']"
d7186376,"['Belgian', 'European']"
d9563493,['Cafe']
d10782659,"['International', 'Vegetarian Friendly', 'Vegan Options']"
d9766274,
d4601489,['French']
d4803221,
d8447761,
d12221297,['Cafe']
d4149261,"['German', 'Vegetarian Friendly']"
d5267617,['Vegetarian Friendly']
d12537216,"['Italian', 'Pizza', 'Mediterranean']"
d5890647,['French']
d7123784,
d10297985,"['European', 'Hungarian', 'Vegetarian Friendly']"
d715482,
d8764458,"['Vegetarian Friendly', 'Vegan Options']"
d12219557,"['Quick Bites', 'Chinese', 'Fast Food']"
d3709223,
d10096430,['Spanish']
d4474379,
d5804401,
d997209,
d12050621,
d5121450,['Fast Food']
d12657457,"['Cafe', 'Vegetarian Friendly']"
d8180244,
d8465468,"['Italian', 'Bar', 'Pub']"
d988024,
d5929709,
d11489057,"['French', 'Wine Bar']"
d13323261,"['Quick Bites', 'Fast Food']"
d5795964,
d8692585,
d11813249,
d1050549,
d9991537,['French']
d5800216,['Italian']
d8695881,
d12554927,"['Bar', 'Pub']"
d12929620,"['Mediterranean', 'Greek', 'Vegetarian Friendly']"
d8421343,
d10532932,
d5439482,
d11894338,
d5778496,['French']
d12336098,"['European', 'Spanish']"
d3566437,
d4925385,
d5816926,"['Mediterranean', 'Vegetarian Friendly']"
d8462230,"['Chinese', 'Japanese', 'Sushi']"
d10037529,"['Spanish', 'Vegetarian Friendly']"
d10377541,
d11747446,"['Bar', 'Cafe', 'Pub']"
d8341126,
d10351207,['Pizza']
d5529388,
d10748643,
d8274912,
d13136328,['Turkish']
d5795285,
d13008588,['Cafe']
d7755549,
d4274493,
d8530283,"['Fast Food', 'Vegetarian Friendly']"
d1967662,
d12524217,['Cafe']
d11945842,"['Bar', 'Cafe', 'Spanish']"
d11801590,"['Chinese', 'Asian', 'Vegetarian Friendly']"
d8490136,
d5963762,"['Mediterranean', 'Spanish']"
d754356,
d4546389,
d7360791,"['European', 'Portuguese']"
d13275836,"['Chinese', 'Japanese', 'Asian', 'Vietnamese']"
d12607480,"['Bar', 'European']"
d1019785,"['Swiss', 'European']"
d719109,
d6415892,['Vegetarian Friendly']
d10809895,
d12289130,
d5776220,
d1358938,"['German', 'European', 'Spanish']"
d6870918,
d3422485,"['Italian', 'Pizza', 'Mediterranean']"
d11842128,['French']
d8683149,
d5952843,
d5979332,
d10487892,
d10070940,"['Cafe', 'Vegetarian Friendly', 'Vegan Options']"
d11921719,"['South American', 'Vegan Options']"
d990772,
d8133955,"['Italian', 'Pizza']"
d5609064,"['Mediterranean', 'Spanish']"
d11858049,['Cafe']
d12087888,
d7247945,"['Seafood', 'Mediterranean', 'Spanish']"
d10338301,"['African', 'Ethiopian', 'Vegetarian Friendly']"
d5522062,
d5981083,
d8768713,
d10147470,"['Cafe', 'European', 'Danish']"
d10267135,
d8497182,"['Japanese', 'Sushi', 'Asian']"
d5800396,
d8460536,['Mexican']
d8370154,['Spanish']
d12597937,
d2156563,"['Italian', 'Vegetarian Friendly']"
d5953246,
d8297652,
d12130136,['Cafe']
d12803556,['Italian']
d12249502,['Chinese']
d7106524,
d1335702,
d8492523,['Deli']
d10788526,
d8592394,
d1341422,"['Fast Food', 'Turkish', 'Middle Eastern']"
d6180037,"['Italian', 'Pizza', 'Seafood']"
d5860383,
d8466674,['Spanish']
d2044277,"['Steakhouse', 'Vegetarian Friendly']"
d7352449,['Cafe']
d10747002,
d8438191,['Cafe']
d10824993,"['Italian', 'Pizza']"
d11775663,['American']
d4768953,
d7349178,
d9986892,
d5122822,"['Polish', 'European']"
d4913193,"['Quick Bites', 'Japanese', 'Fast Food']"
d10033339,
d10797936,
d4285317,
d10136321,"['Cafe', 'Deli']"
d10835398,
d12607828,
d10821586,['Healthy']
d10459152,
d11916478,
d7251971,['Italian']
d8643311,
d7138244,
d8084514,['Pub']
d986425,
d5981839,
d5798469,"['French', 'Bar', 'European']"
d8732455,
d8416936,['Steakhouse']
d10687740,
d9814439,"['Bar', 'Cafe', 'Pub']"
d5526523,
d6719444,"['Italian', 'Mediterranean']"
d11702319,['French']
d13076814,['Vietnamese']
d10830552,"['Pizza', 'Turkish']"
d8363959,['Cafe']
d5615720,
d5799133,['French']
d11831381,
d1014823,
d9802625,['Cafe']
d9790245,
d1048525,
d4714358,
d5851655,"['German', 'Cafe', 'Vegetarian Friendly']"
d8626125,
d1627392,"['Italian', 'Steakhouse', 'Barbecue']"
d9763307,
d718286,"['German', 'Vegetarian Friendly']"
d5812795,
d9820201,
d2217907,
d10628951,
d1332614,
d10198118,['Cafe']
d4609453,
d9819609,"['Bar', 'Pub']"
d6868888,
d1039646,
d10538213,
d11923581,['Chinese']
d6969713,
d6700477,"['Indian', 'Vegetarian Friendly', 'Vegan Options']"
d10096565,
d9846497,"['Japanese', 'Sushi', 'Asian']"
d7952242,
d12149010,['Deli']
d8731096,
d13417628,
d12063958,"['French', 'European']"
d12545651,
d5587738,
d1826554,
d5796202,['Spanish']
d11881046,
d5956647,"['Cafe', 'European', 'Swedish']"
d4947002,['Cafe']
d5532299,"['Italian', 'European', 'Vegetarian Friendly']"
d12138537,"['Mediterranean', 'Turkish', 'Vegetarian Friendly']"
d5936233,
d1945825,"['Austrian', 'European', 'Vegetarian Friendly']"
d12151596,"['Japanese', 'Sushi', 'Asian']"
d5862177,"['Mediterranean', 'Turkish', 'Middle Eastern']"
d10214438,
d8339621,
d12404501,
d10305514,"['Dessert', 'Cafe', 'Greek']"
d5607663,
d6651217,"['Eastern European', 'Vegetarian Friendly', 'Vegan Options']"
d10805608,"['Argentinean', 'South American']"
d4752166,
d9767219,['Vietnamese']
d7342193,['Fast Food']
d6977358,['Cafe']
d11751474,"['Mediterranean', 'Catalan', 'Vegetarian Friendly']"
d8355884,
d12571169,"['Mediterranean', 'European', 'Portuguese']"
d12950858,['Fast Food']
d8319843,
d11660314,
d12001561,
d12557430,"['French', 'Vegetarian Friendly']"
d6427415,
d5820511,
d12384191,
d12669307,"['Swiss', 'European']"
d7714817,
d1202472,
d6225143,"['Bakeries', 'Vegetarian Friendly']"
d8673906,
d6181745,
d8298099,"['Italian', 'Bar', 'Cafe']"
d13124503,
d10663008,"['Swiss', 'Cafe', 'European']"
d11909506,
d9581300,
d4911023,
d5453838,"['Vegetarian Friendly', 'Vegan Options']"
d11881751,
d10516108,
d5981537,['Fast Food']
d10287073,"['Quick Bites', 'Cafe', 'Fast Food']"
d5776346,"['Mediterranean', 'Spanish']"
d12091192,
d12012215,"['Italian', 'Pizza', 'Cafe']"
d8483258,['German']
d5986466,"['Bar', 'Pub']"
d8433896,"['Mediterranean', 'Spanish']"
d12148033,"['Mediterranean', 'European', 'Greek']"
d12895543,
d1356039,"['German', 'Cafe', 'Vegetarian Friendly']"
d10729817,
d9740009,['Italian']
d9978806,"['Mediterranean', 'Spanish']"
d9875523,"['Italian', 'Vegetarian Friendly', 'Vegan Options']"
d13312967,"['Italian', 'Mediterranean', 'Lombard']"
d12500076,
d5822444,
d8664433,"['American', 'Cafe', 'Fast Food']"
d5098584,
d12633498,
d10125029,['Pizza']
d12851628,
d11921282,
d12674388,"['Quick Bites', 'Fast Food']"
d8515491,
d12404593,['Cafe']
d8601869,
d8513186,"['Italian', 'Pizza', 'Vegetarian Friendly']"
d7369211,
d10465773,"['Dutch', 'European', 'Vegetarian Friendly']"
d10479817,"['Mediterranean', 'Spanish', 'Vegetarian Friendly']"
d12926154,
d7993583,"['Seafood', 'Spanish']"
d7249764,['Spanish']
d13197442,
d12611014,['Cafe']
d8435386,
d11918709,
d5864336,['Spanish']
d5848220,"['Specialty Food Market', 'Italian']"
d8665104,
d12320431,"['Asian', 'Korean']"
d8365400,
d5884328,
d8461972,"['African', 'Ethiopian']"
d2208694,"['Austrian', 'European', 'Central European']"
d1354728,
d1418274,
d12980375,['Vegetarian Friendly']
d5776298,"['Steakhouse', 'Spanish']"
d5581008,
d5041905,
d7166113,
d4177590,
d8385262,['International']
d5243276,
d5531501,
d10373774,
d7156012,
d12301225,"['Japanese', 'Sushi', 'Asian']"
d12001843,"['Bar', 'Pub']"
d10920442,"['Italian', 'Cafe', 'Vegetarian Friendly']"
d8467613,"['Italian', 'Pizza', 'Vegetarian Friendly']"
d10844950,['Russian']
d10965926,
d5795941,
d13225861,['Italian']
d12854822,
d5819363,"['Cafe', 'Vegetarian Friendly']"
d12859007,
d5959916,
d13076704,['German']
d9995787,
d8656687,
d9767567,
d7913090,
d8765793,"['Mediterranean', 'European', 'Spanish']"
d7045707,"['Italian', 'Pizza', 'Mediterranean']"
d11718806,
d10516727,['Spanish']
d5814616,
d5870519,
d2046172,
d8003938,
d10042463,
d12206883,"['Vietnamese', 'Vegetarian Friendly', 'Vegan Options']"
d7987006,"['Spanish', 'Vegan Options']"
d8865666,
d8339972,"['Italian', 'Vegetarian Friendly']"
d8613555,
d11842702,
d1019270,
d10692754,
d2067131,
d8516135,"['Polish', 'European']"
d1327653,"['Fast Food', 'Turkish', 'Middle Eastern']"
d10121306,"['French', 'Cafe', 'Fast Food']"
d11666691,
d4768769,"['European', 'Pub', 'Czech']"
d5523436,
d5823827,
d1035556,
d5775932,
d4924828,"['Fast Food', 'Middle Eastern']"
d7291575,['French']
d5444939,"['Chinese', 'Japanese', 'Asian']"
d3442890,
d8378583,['Vegetarian Friendly']
d5513624,['Fast Food']
d12716255,"['Asian', 'Korean']"
d1340523,['Greek']
d10061975,['Vegetarian Friendly']
d6368381,
d12947516,
d7983135,
d5616515,
d9566709,"['German', 'Cafe']"
d3384978,"['Bar', 'Pub']"
d5952782,
d6229764,"['French', 'European']"
d8338318,"['Italian', 'Pizza']"
d12161485,
d12326748,"['French', 'Fusion']"
d12350302,
d9756808,['Cafe']
d12508469,"['Asian', 'Indonesian', 'Vegetarian Friendly']"
d10032995,
d10771356,"['Indian', 'Spanish', 'Vegetarian Friendly']"
d12652244,"['Italian', 'Pizza', 'Seafood']"
d8592171,
d9815007,"['Bar', 'Pub']"
d9730729,
d11904112,
d10230549,
d12323278,"['European', 'Czech']"
d6484913,"['American', 'Fast Food']"
d11655667,['German']
d8338649,['Dessert']
d12594245,"['French', 'Bar', 'Fast Food', 'Barbecue']"
d8711299,
d5862959,
d9983573,['Fast Food']
d5866674,
d10711750,"['Fast Food', 'Turkish', 'Middle Eastern']"
d987885,"['Mediterranean', 'Spanish', 'Vegetarian Friendly']"
d11703089,
d9795190,
d7056696,
d7985282,
d8609101,
d12410431,"['Bar', 'Pub']"
d1228725,"['Fast Food', 'Turkish', 'Middle Eastern']"
d10047799,['Mediterranean']
d10628967,
d8482382,"['Bar', 'Seafood', 'British']"
d2248943,
d2232694,
d719835,"['American', 'Brew Pub', 'Street Food']"
d11965269,['Deli']
d5608999,
d8796039,
d5890561,"['Fast Food', 'Turkish']"
d5523176,['Fast Food']
d13138496,"['Bakeries', 'Italian']"
d5509799,
d12458511,"['Asian', 'Thai', 'Malaysian']"
d7003998,
d10623137,"['Spanish', 'Vegetarian Friendly']"
d8505860,
d7282965,"['Quick Bites', 'American', 'Fast Food']"
d11777429,"['Bar', 'Pub']"
d8640592,"['Mediterranean', 'Spanish']"
d10532906,"['Indian', 'Vegetarian Friendly']"
d5810990,
d10147032,
d7613482,"['French', 'Vegetarian Friendly']"
d1879366,
d997945,"['Mediterranean', 'Spanish', 'Gluten Free Options']"
d8037921,
d1335030,
d3355624,"['European', 'Vegetarian Friendly']"
d10842366,['European']
d10400120,
d5220167,['Sushi']
d5529308,
d8394674,
d11880843,"['Quick Bites', 'Fast Food']"
d4506930,
d4924830,['Pizza']
d10066656,
d8179894,
d9839698,
d7361029,['Cafe']
d12070859,
d5489179,"['Mediterranean', 'Spanish']"
d12421714,
d10696498,"['Moroccan', 'Cafe', 'Mediterranean']"
d5787469,
d8338609,['Italian']
d8340875,"['Italian', 'Fast Food']"
d11921279,"['Mediterranean', 'Spanish']"
d12351755,['Cafe']
d9877727,"['Lebanese', 'Mediterranean', 'Middle Eastern']"
d12644399,
d8864234,['Cafe']
d1341808,"['Italian', 'Mediterranean', 'Vegetarian Friendly']"
d11756483,['French']
d10784574,
d5868053,"['Mediterranean', 'Spanish']"
d8338267,
d12124508,"['European', 'Portuguese']"
d2146051,"['Japanese', 'Sushi', 'Asian']"
d12138579,['Chinese']
d8808837,"['French', 'Spanish', 'Basque']"
d11933149,"['Mediterranean', 'Spanish', 'Vegetarian Friendly', 'Vegan Options']"
d12630765,['Spanish']
d11877378,['Spanish']
d8841599,['Pub']
d10302912,
d12095551,"['Italian', 'Mediterranean']"
d8339886,
d9741588,
d8799462,
d803083,
d10724231,['Dessert']
d1356675,
d10028035,
d4359441,
d11768645,
d2572641,
d8659390,
d12074011,
d10630492,"['Bar', 'Pub', 'Vegetarian Friendly']"
d9730266,"['Pub', 'Gastropub']"
d5813216,
d12438320,
d7266638,
d10467092,
d8377125,"['Italian', 'Vegetarian Friendly']"
d13154033,['Japanese']
d8338621,['Italian']
d13171754,
d12538459,
d9860737,"['French', 'International']"
d5778732,
d9594856,
d12897883,['Cafe']
d5122091,
d5822495,
d5788001,
d10339532,
d1022048,
d12728053,"['Japanese', 'Cafe']"
d12946675,"['Asian', 'Korean']"
d10041769,"['French', 'International']"
d10468098,"['Chinese', 'Asian']"
d1192749,"['Italian', 'Mediterranean', 'Barbecue']"
d5433456,['Eastern European']
d7133716,['German']
d5598314,
d5932484,"['French', 'Bar', 'European']"
d4149149,['Mediterranean']
d8368338,
d2248857,"['Fast Food', 'Vegetarian Friendly']"
d7616061,"['Cafe', 'Vegetarian Friendly']"
d8050336,"['Italian', 'Pizza', 'Vegetarian Friendly']"
d8856919,"['Cafe', 'Vegetarian Friendly']"
d5866249,"['French', 'Bar', 'Diner']"
d7690484,
d8077042,
d5793647,
d10047940,['Cafe']
d5487636,['Spanish']
d7938194,
d8462243,"['Peruvian', 'South American']"
d1038814,"['German', 'Fast Food', 'Vegetarian Friendly']"
d5122125,
d12321040,['French']
d1318380,['Indian']
d12320792,
d8493676,"['Italian', 'Vegetarian Friendly']"
d8339759,
d10678385,
d5853064,"['European', 'Portuguese']"
d1323406,
d7820421,"['Mediterranean', 'Spanish']"
d6694993,"['Lebanese', 'Mediterranean', 'Middle Eastern']"
d7132009,
d12103854,
d12229201,['Cafe']
d5244315,['Turkish']
d1329052,['French']
d12955066,
d8769613,['Healthy']
d7789050,"['Mediterranean', 'European', 'Spanish']"
d11945643,"['Lebanese', 'Mediterranean', 'Middle Eastern']"
d1350503,['Italian']
d7998142,
d1828618,"['Austrian', 'European', 'Central European']"
d1358239,
d5870596,
d10832843,"['Chinese', 'Japanese', 'Sushi']"
d12951720,"['French', 'Diner']"
d5795952,['Spanish']
d7674785,"['Italian', 'Bar', 'Cafe']"
d12141815,
d13129631,
d10384739,['Danish']
d10831315,
d3348649,
d12447709,"['Italian', 'Vegetarian Friendly']"
d12219483,
d8434866,
d5122878,
d13123209,['Greek']
d11929437,"['Steakhouse', 'Latin', 'Barbecue']"
d8088040,
d12524554,
d8375833,
d9872411,
d2169870,
d11317172,"['Mediterranean', 'Spanish', 'Vegan Options']"
d7993438,['Fast Food']
d11933040,
d6131966,
d2014414,"['Bar', 'Vegetarian Friendly']"
d8449247,"['Spanish', 'Vegetarian Friendly']"
d10433299,
d12214166,['German']
d12948644,['Spanish']
d10512559,['Italian']
d12316070,
d5808934,
d1742168,"['Mediterranean', 'Vegetarian Friendly']"
d8445238,
d8339664,['Italian']
d7035083,['Spanish']
d11045358,['Dessert']
d5776310,"['American', 'Fast Food', 'Diner']"
d10058519,
d5794921,['Chinese']
d1039152,['Vegetarian Friendly']
d12359023,
d10671170,['Greek']
d8046160,['Cafe']
d4768657,['Cafe']
d12075204,"['Japanese', 'Seafood', 'Sushi']"
d11874268,"['Italian', 'Mediterranean', 'Vegetarian Friendly']"
d4912432,
d1340311,['German']
d5122806,['Caribbean']
d6786766,
d12081771,
d12478889,"['Bar', 'Pub']"
d1016501,
d12032084,"['Turkish', 'Greek', 'Vegetarian Friendly']"
d1081741,
d12001755,['Italian']
d7110305,
d10146539,
d983929,
d10794229,
d5518769,
d5614446,"['Cafe', 'Mediterranean', 'Spanish']"
d987891,"['Spanish', 'Vegetarian Friendly', 'Vegan Options']"
d6888591,
d5981088,['Austrian']
d2006099,
d4769088,
d11628710,
d8460601,['Cafe']
d11914501,['Spanish']
d9857507,"['European', 'Asian', 'Korean']"
d5852767,
d12182013,"['French', 'International']"
d8650269,
d12248322,
d5795306,"['Mediterranean', 'Spanish']"
d12336466,"['German', 'Cafe', 'Diner']"
d9780971,
d5852969,
d11981948,"['Italian', 'Polish', 'European']"
d12218817,"['French', 'Pizza']"
d5522937,
d12966601,"['Italian', 'Cafe']"
d8659285,
d12050033,['Spanish']
d3706121,
d9453323,
d7315727,
d8641595,['Turkish']
d8319689,
d1324538,['Italian']
d4503933,"['Fast Food', 'Asian']"
d5949468,"['French', 'Bar', 'Pub']"
d13076167,
d5796731,"['French', 'Bar', 'European']"
d10594417,"['Cafe', 'Vegetarian Friendly', 'Vegan Options']"
d9578358,
d3879995,
d12320440,
d7992580,['French']
d8555658,['Spanish']
d12151873,"['Argentinean', 'South American']"
d12846827,"['Bar', 'Vegetarian Friendly']"
d1357526,
d8341288,
d12330973,"['Bar', 'British', 'Pub']"
d12668076,"['Cafe', 'Fast Food']"
d10045423,
d5788641,
d12506160,"['Italian', 'Mediterranean']"
d10044370,"['Polish', 'European']"
d11757420,
d11854535,
d10455783,"['Bar', 'Pub']"
d9761943,
d11004989,
d7315031,
d12367476,
d5777508,['European']
d12975535,
d10778213,['Cafe']
d5512827,
d12000684,"['Italian', 'Pizza', 'Vegetarian Friendly']"
d1344185,
d13128883,"['Cafe', 'Vegetarian Friendly', 'Vegan Options']"
d9825283,
d7108723,
d7991770,
d5510807,"['Greek', 'Vegetarian Friendly']"
d8343986,"['Bar', 'Pub']"
d10020264,"['Bar', 'Mediterranean', 'Spanish']"
d11948182,"['Italian', 'European', 'Vegetarian Friendly']"
d11426679,['Deli']
d7290707,
d9978084,"['Turkish', 'Vegetarian Friendly']"
d5267625,['Asian']
d5527449,"['Pizza', 'Fast Food']"
d11624752,
d8463360,"['Steakhouse', 'Barbecue', 'European']"
d10066839,"['Pizza', 'Middle Eastern']"
d11825252,
d1447317,
d11867004,"['Bar', 'Pub']"
d1316007,
d7991439,['Italian']
d7133658,
d5486338,
d8853228,"['Italian', 'Austrian', 'Mediterranean']"
d10628258,['Cafe']
d10607388,
d8339788,
d1341042,
d12842072,"['Quick Bites', 'American', 'Fast Food']"
d12913521,"['French', 'Vegetarian Friendly']"
d10351610,"['French', 'American', 'Steakhouse']"
d11873198,"['Japanese', 'Sushi']"
d12031193,"['Mediterranean', 'European', 'Greek']"
d5890881,['French']
d997451,['Spanish']
d12116845,
d11491893,"['Mediterranean', 'Vegetarian Friendly', 'Vegan Options']"
d4252322,['Spanish']
d11873645,"['Italian', 'Mediterranean']"
d6889926,
d4923349,"['Italian', 'Mediterranean']"
d4893713,"['French', 'Bar', 'Pub']"
d783406,
d5974102,
d13001163,
d11871465,"['Fast Food', 'Vegetarian Friendly', 'Vegan Options']"
d8338577,
d4924823,
d10043597,['Cafe']
d11829367,
d991088,
d10758185,
d11909160,"['French', 'American', 'Steakhouse']"
d7290700,"['Italian', 'Vegetarian Friendly']"
d10786989,
d12387279,"['Italian', 'Southwestern', 'Mediterranean']"
d5606509,
d5804274,
d7994318,['Italian']
d8611008,
d12320629,['German']
d2204969,"['Italian', 'Seafood']"
d12786386,['Greek']
d7290704,"['European', 'Spanish']"
d968410,"['Chinese', 'Asian', 'Pub']"
d5609013,"['Mediterranean', 'Spanish']"
d9580170,
d1938628,['Cafe']
d8540554,
d10062149,
d8621310,"['German', 'Cafe']"
d1316243,"['Specialty Food Market', 'Vegetarian Friendly']"
d12900993,
d5823986,
d10113619,
d11802047,"['Cafe', 'Vegetarian Friendly', 'Vegan Options']"
d13139834,
d11896495,['International']
d12542816,
d5796467,
d8782319,
d1111157,
d5966152,
d10636227,
d10823697,
d6525570,
d1064779,['Cafe']
d6788113,"['European', 'Swedish']"
d5884124,
d6704386,"['Mediterranean', 'Spanish', 'Vegetarian Friendly']"
d5887499,"['Italian', 'Vegetarian Friendly']"
d11825461,"['American', 'Barbecue']"
d8592434,"['Seafood', 'Mediterranean', 'European']"
d11952751,
d10499542,['Pub']
d8595769,
d5815672,"['Caribbean', 'Fast Food', 'Vegetarian Friendly']"
d12157238,['Healthy']
d10221858,
d10031086,
d5956749,
d10100685,
d10125440,"['Dessert', 'Cafe', 'Vegetarian Friendly']"
d10505192,"['Bar', 'Pub']"
d8681162,"['European', 'Spanish', 'Portuguese']"
d3303412,
d4911406,
d5483186,
d7988880,
d7992710,
d10716601,['Cafe']
d1389582,
d9746545,
d2167575,['International']
d9748028,"['Pizza', 'Cafe', 'Fast Food']"
d10100759,"['Spanish', 'Wine Bar']"
d5776159,['Spanish']
d10782407,"['Chinese', 'Asian', 'Thai']"
d10782043,
d1357399,
d12712669,"['Turkish', 'Middle Eastern']"
d6703415,
d10441257,['Fast Food']
d958774,['German']
d2295791,
d7719990,
d13079551,
d12870241,"['American', 'Bar', 'Central American']"
d7276967,
d696308,
d9796604,"['Greek', 'Vegetarian Friendly']"
d11801708,"['French', 'Cafe']"
d718332,"['European', 'Vegetarian Friendly']"
d9722757,
d10717951,"['Cafe', 'Vegetarian Friendly', 'Vegan Options']"
d1016772,
d12091245,"['Bar', 'European', 'Pub']"
d10133372,"['Italian', 'Wine Bar']"
d8670864,
d5779579,
d11925120,"['European', 'Hungarian', 'Vegetarian Friendly']"
d4751464,['Italian']
d10848388,['Vegan Options']
d10496895,
d10065875,['Vegetarian Friendly']
d12704274,['Vegetarian Friendly']
d10735080,['Cafe']
d5106393,"['European', 'Central European']"
d8734570,"['European', 'Portuguese']"
d9829868,"['Mediterranean', 'Spanish', 'Vegetarian Friendly']"
d7994800,"['Italian', 'Pizza']"
d5778565,
d10027294,
d1720803,"['French', 'European']"
d2037763,
d1328878,"['Fast Food', 'Mediterranean', 'Vegetarian Friendly']"
d6680357,['Pizza']
d8794707,
d12842050,"['Quick Bites', 'Bar', 'British']"
d10245555,
d6780602,
d5775886,
d12991466,"['Italian', 'International', 'Vegetarian Friendly']"
d2073074,
d8370120,
d12346836,"['Quick Bites', 'American', 'Fast Food']"
d10831160,"['Caribbean', 'Cuban']"
d6704602,"['Steakhouse', 'Mediterranean', 'Spanish']"
d7691102,"['Specialty Food Market', 'Italian']"
d5803696,
d5444808,"['Italian', 'Pizza', 'Fast Food']"
d9764003,
d3971767,
d11620987,['Pizza']
d6708831,"['Lebanese', 'Fast Food', 'Mediterranean']"
d12089557,
d6163940,['Italian']
d9834228,"['Chinese', 'Japanese', 'Sushi']"
d12207259,"['Mexican', 'American']"
d6378688,
d12599515,['French']
d8339592,
d5977163,"['European', 'Portuguese']"
d9814441,
d8485659,"['Seafood', 'Barbecue', 'European']"
d12861211,
d7338609,
d10352352,
d8633667,
d2173031,
d12198033,
d10800460,
d8298774,"['Italian', 'Cafe']"
d11686428,"['Italian', 'European', 'Vegetarian Friendly']"
d8874214,"['Dessert', 'German', 'Cafe']"
d10322912,
d12704257,
d10388620,"['European', 'Czech']"
d8341139,
d8338356,['Italian']
d10071005,
d7604517,['Cafe']
d6986414,"['German', 'Vegetarian Friendly']"
d10085394,
d11045265,
d5048708,
d12356580,
d8864214,
d11950348,['Asian']
d8261782,"['Quick Bites', 'Cafe']"
d7247867,
d12821181,"['Mediterranean', 'Spanish']"
d10027482,"['Italian', 'Vegetarian Friendly']"
d1091195,
d8710107,
d1323123,
d12185998,"['Cafe', 'Vegetarian Friendly']"
d7021016,"['Bar', 'Pub']"
d12671909,
d11862617,"['Chinese', 'Asian']"
d5770620,"['Mediterranean', 'Spanish']"
d8552416,
d12883467,['Vegetarian Friendly']
d4768849,
d11843728,"['Indian', 'Vegetarian Friendly']"
d5007171,
d10029896,"['Italian', 'Pizza']"
d990764,"['Cafe', 'Fast Food']"
d11802195,['Turkish']
d8621252,
d12123827,['Deli']
d5122694,"['Fast Food', 'British', 'Grill']"
d6580095,
d7726844,
d11434293,
d8022895,"['American', 'Vegetarian Friendly']"
d12362312,['Chinese']
d2293268,['Pub']
d5608299,"['Israeli', 'Vegetarian Friendly']"
d11926284,"['French', 'European']"
d5609034,
d12301818,"['Cafe', 'Healthy']"
d5510721,"['Quick Bites', 'Fast Food']"
d12133833,"['Cafe', 'European', 'Portuguese']"
d11743155,"['French', 'Cafe', 'Wine Bar']"
d8448796,"['German', 'Vegetarian Friendly']"
d5790721,['Spanish']
d9756785,"['Polish', 'European']"
d8599173,"['Italian', 'Pizza', 'Vegetarian Friendly']"
d4769852,
d5965310,['French']
d10132426,['Cafe']
d9452741,
d10672771,"['Pizza', 'Diner']"
d1346254,"['Italian', 'Mediterranean', 'European']"
d13190231,
d12632652,"['Chinese', 'Japanese', 'Asian']"
d7342756,
d1334192,['French']
d8490188,['American']
d12550988,
d5518525,"['Italian', 'American', 'Pizza']"
d8686804,['British']
d954333,
d5122831,['Chinese']
d8420399,
d4770055,
d7622694,"['Asian', 'Thai', 'Vietnamese']"
d10244396,"['Polish', 'European']"
d12213543,
d12655466,
d6715510,"['American', 'Fast Food']"
d7310614,
d7972482,
d5965489,
d11857013,"['Dessert', 'Italian']"
d1325604,['French']
d12114828,"['Bar', 'Pub']"
d5810988,
d6485161,
d1829030,
d8672298,"['Mediterranean', 'Spanish', 'Vegan Options']"
d1344910,['Cafe']
d8335607,"['Japanese', 'Asian']"
d8340826,
d6783592,
d10394919,"['American', 'Cafe', 'Fast Food']"
d12192128,['Fast Food']
d12161574,
d1511933,['German']
d12947402,"['Mediterranean', 'Spanish']"
d10542709,"['European', 'Czech']"
d10028267,"['African', 'Ethiopian', 'Vegetarian Friendly']"
d4491905,"['Cafe', 'Pub']"
d8669980,"['Moroccan', 'Mediterranean', 'Middle Eastern']"
d11964486,['African']
d1358783,"['German', 'Vegetarian Friendly']"
d7351047,
d10772012,
d10814063,"['Quick Bites', 'Mexican', 'Fast Food']"
d11045408,
d5609052,
d7677993,"['Steakhouse', 'Mediterranean', 'Barbecue', 'Spanish']"
d11905158,
d9467712,['Cafe']
d8638476,
d9804771,['Cafe']
d11921781,
d8669878,"['French', 'Steakhouse', 'Barbecue']"
d12111505,['African']
d11888803,
d8397770,"['Italian', 'Vegetarian Friendly']"
d7106294,['Seafood']
d11785143,
d6529293,
d5959533,"['European', 'Contemporary']"
d12275123,"['Indian', 'Asian', 'Vegetarian Friendly']"
d7619223,['Fast Food']
d10481866,
d7953646,
d11823224,
d10824779,
d11870957,
d8828350,"['Italian', 'Cafe']"
d12476664,
d5615894,['Pizza']
d7904957,"['Cafe', 'European', 'Portuguese']"
d7903518,"['German', 'Central European']"
d2109463,
d8098225,
d11721983,['Chinese']
